id	职业(profession)	等级(level）	名字(name)	技能(skills)	怪物头像路径	怪物类型
79	2001	40	圣坛祭祀	0	monster/10076.png	0
80	2001	39	怒牙斥候	0	monster/10077.png	0
81	2001	40	怒牙军犬	0	monster/10078.png	0
82	2001	41	怒牙撕裂者	0	monster/10079.png	0
83	2001	42	怒牙毁灭者	0	monster/10080.png	0
84	2001	41	尘沙堡新兵	0	monster/10081.png	0
85	2001	42	尘沙堡小鬼	0	monster/10082.png	0
86	2001	43	尘沙堡术士	0	monster/10083.png	0
87	2001	44	尘沙堡守卫	0	monster/10084.png	0
88	2001	43	潮汐勇士	0	monster/10085.png	0
89	2001	44	潮汐复生者	0	monster/10086.png	0
90	2001	45	潮汐预言者	0	monster/10087.png	0
91	2001	46	潮汐祭祀	0	monster/10088.png	0
92	2001	45	魔法守卫	0	monster/10089.png	0
93	2001	46	钢铁护卫	0	monster/10090.png	0
94	2001	47	魔法漫步者	0	monster/10091.png	0
95	2001	48	星城占星师	0	monster/10092.png	0
96	2001	47	墓穴守卫	0	monster/10093.png	0
97	2001	48	盗墓者	0	monster/10094.png	0
98	2001	49	虚灵哨兵	0	monster/10095.png	0
99	2001	50	虚灵巫师	0	monster/10096.png	0
100	2001	49	十字献祭者	0	monster/10097.png	0
101	2001	50	献祭者之灵	0	monster/10098.png	0
102	2001	51	十字祭祀	0	monster/10099.png	0
103	2001	52	十字侩子手	0	monster/10100.png	0
104	2001	51	时光看守	0	monster/10101.png	0
105	2001	52	时光哨兵	0	monster/10102.png	0
106	2001	53	永恒刺客	0	monster/10103.png	0
107	2001	54	永恒探索者	0	monster/10104.png	0
108	2001	53	折月看守	0	monster/10105.png	0
109	2001	54	折月侍女	0	monster/10106.png	0
110	2001	55	折月预言者	0	monster/10107.png	0
111	2001	56	折月管家	0	monster/10108.png	0
112	2001	55	虚空旅者	0	monster/10109.png	0
113	2001	56	密教信徒	0	monster/10110.png	0
114	2001	57	密教誓死者	0	monster/10111.png	0
115	2001	58	密教祭司	0	monster/10110.png	0
116	2001	57	拾金人	0	monster/10109.png	0
117	2001	58	铸币师	0	monster/10108.png	0
118	2001	59	流金守卫	0	monster/10107.png	0
119	2001	60	流金近卫	0	monster/10106.png	0
120	2001	59	变异灵猴	0	monster/10105.png	0
121	2001	60	森林巨蜥	0	monster/10104.png	0
122	2001	61	塔姆捕食者	0	monster/10103.png	0
123	2001	62	塔姆斩杀者	0	monster/10102.png	0
124	2001	61	王陵清理者	0	monster/10101.png	0
125	2001	62	王陵守卫	0	monster/10100.png	0
126	2001	63	复生的守卫	0	monster/10099.png	0
127	2001	64	复生的贵族	0	monster/10098.png	0
128	2001	63	巨型鳄鱼	0	monster/10097.png	0
129	2001	64	丛林巨人	0	monster/10096.png	0
130	2001	65	丛林伐木者	0	monster/10095.png	0
131	2001	66	风投公司监工	0	monster/10094.png	0
132	2001	65	红魔狱卒	0	monster/10093.png	0
133	2001	66	红魔囚徒	0	monster/10092.png	0
134	2001	67	红魔守卫	0	monster/10091.png	0
135	2001	68	红魔破法者	0	monster/10090.png	0
136	2001	67	金砂堡哨兵	0	monster/10089.png	0
137	2001	68	金砂堡刺客	0	monster/10088.png	0
138	2001	69	金砂堡守卫	0	monster/10087.png	0
139	2001	70	金砂堡总管	0	monster/10086.png	0
140	2001	69	法力浮龙	0	monster/10085.png	0
141	2001	70	达雅守护者	0	monster/10084.png	0
142	2001	71	达雅骑士	0	monster/10111.png	0
143	2001	72	达雅魔导师	0	monster/10112.png	0
144	2001	71	红谷恶灵	0	monster/10113.png	0
145	2001	72	红谷鲜血傀儡	0	monster/10114.png	0
146	2001	73	红谷侩子手	0	monster/10115.png	0
147	2001	74	红谷斩杀者	0	monster/10116.png	0
148	2001	73	骷髅守卫	0	monster/10117.png	0
149	2001	74	骷髅盾兵	0	monster/10118.png	0
150	2001	75	地穴勇士	0	monster/10119.png	0
151	2001	76	地穴通灵师	0	monster/10120.png	0
152	2001	75	流云守卫	0	monster/10121.png	0
153	2001	76	流云哨兵	0	monster/10122.png	0
154	2001	77	流云看守者	0	monster/10123.png	0
155	2001	78	流云通灵师	0	monster/10124.png	0
156	2001	77	饮光朝圣者	0	monster/10125.png	0
157	2001	78	饮光祭祀	0	monster/10126.png	0
158	2001	79	悬崖巨猿	0	monster/10127.png	0
159	2001	80	峭壁爬行者	0	monster/10128.png	0
160	2001	79	灾祸守卫	0	monster/10129.png	0
161	2001	80	灾祸斥候	0	monster/10054.png	0
162	2001	81	灾祸法师	0	monster/10057.png	0
163	2001	82	灵魂献祭者	0	monster/10060.png	0
164	2001	81	遗迹巨蟒	0	monster/10063.png	0
165	2001	82	遗迹犀牛	0	monster/10066.png	0
166	2001	83	努玛入侵者	0	monster/10069.png	0
167	2001	84	努玛先锋	0	monster/10072.png	0
168	2001	83	游荡的幽灵	0	monster/10075.png	0
169	2001	84	暴怒的幽灵	0	monster/10078.png	0
170	2001	85	迷茫的幽灵	0	monster/10121.png	0
171	2001	86	幽灵守卫	0	monster/10120.png	0
172	2001	85	霜寒探索者	0	monster/10119.png	0
173	2001	86	霜寒矿工	0	monster/10118.png	0
174	2001	87	霜寒守卫	0	monster/10117.png	0
175	2001	88	符文巨人	0	monster/10116.png	0
176	2001	87	铁卫苦工	0	monster/10115.png	0
177	2001	88	铁卫雕刻者	0	monster/10114.png	0
178	2001	89	铁卫监工	0	monster/10113.png	0
179	2001	90	铁卫工程师	0	monster/10112.png	0
180	2001	89	喋血魔像	0	monster/10111.png	0
181	2001	90	喋血斥候	0	monster/10110.png	0
182	2001	91	喋血亡魂	0	monster/10109.png	0
183	2001	92	喋血巨人	0	monster/10108.png	0
184	2001	91	苦塔信徒	0	monster/10107.png	0
185	2001	92	苦塔潜修者	0	monster/10106.png	0
186	2001	93	苦塔僧侣	0	monster/10105.png	0
187	2001	94	苦塔守望者	0	monster/10104.png	0
188	2001	93	雪域苍狼	0	monster/10103.png	0
189	2001	94	雪域猛犸	0	monster/10102.png	0
190	2001	95	雪庭守卫	0	monster/10101.png	0
191	2001	96	雪庭巡视者	0	monster/10100.png	0
192	2001	95	食尸鬼	0	monster/10099.png	0
193	2001	96	复活的僵尸	0	monster/10098.png	0
194	2001	97	幽魂兽	0	monster/10097.png	0
195	2001	98	游荡的亡魂	0	monster/10096.png	0
196	2001	97	地狱守卫	0	monster/10095.png	0
197	2001	98	地狱三头犬	0	monster/10094.png	0
198	2001	99	石脊石像鬼	0	monster/10093.png	0
199	2001	100	熔岩巨兽	0	monster/10092.png	0
200	2001	98	安塔恶魔守卫	0	monster/10091.png	0
201	2001	99	安塔巨兽	0	monster/10090.png	0
202	2001	100	安塔恶魔督军	0	monster/10089.png	0
203	2001	101	安踏恶魔统领	0	monster/10088.png	0
204	2001	99	鬼灵步卒	0	monster/10087.png	0
205	2001	100	灵魂倒影	0	monster/10086.png	0
206	2001	101	魅影法师	0	monster/10085.png	0
207	2001	102	灵魂兽	0	monster/10084.png	0
1001	2001	3	教官尼德	0	monster/10001.png	1
1002	2001	4	艾伯特	0	monster/10003.png	1
1003	2001	6	朝圣者马修	0	monster/10005.png	1
1004	2001	8	遗迹恶灵	0	monster/10007.png	1
1005	2001	10	深渊领主	0	monster/10009.png	1
1006	2001	12	南风城主本森	0	monster/10033.png	1
1007	2001	14	圣光祭祀亚伯	0	monster/10011.png	1
1008	2001	16	嗜酒的威廉	0	monster/10036.png	1
1009	2001	18	钢铁意志	0	monster/10013.png	1
1010	2001	20	卡尔玛尔	0	monster/10015.png	1
1011	2001	22	阿格特	0	monster/10017.png	1
1012	2001	24	锻造师卡姆	0	monster/10019.png	1
1013	2001	26	绝望的托恩	0	monster/10021.png	1
1014	2001	28	卡森那什	0	monster/10023.png	1
1015	2001	30	看门人埃里克	0	monster/10025.png	1
1016	2001	32	马佐夫将军	0	monster/10108.png	1
1017	2001	34	城主玛尔斯	0	monster/10027.png	1
1018	2001	36	鲜血歌者德克	0	monster/10029.png	1
1019	2001	38	疯狂的比尔	0	monster/10104.png	1
1020	2001	40	圣徒弗雷德	0	monster/10031.png	1
1021	2001	42	瑞克将军	0	monster/10033.png	1
1022	2001	44	金砂尼索克	0	monster/10035.png	1
1023	2001	46	潮汐领主霍格	0	monster/10037.png	1
1024	2001	48	梦游人艾德文	0	monster/10039.png	1
1025	2001	50	猛犸之灵	0	monster/10041.png	1
1026	2001	52	灵魂祭祀鲍勃	0	monster/10043.png	1
1027	2001	54	穿梭者萨贝鲁	0	monster/10045.png	1
1028	2001	56	南森格林	0	monster/10047.png	1
1029	2001	58	大法师萨琳娜	0	monster/10049.png	1
1030	2001	60	监工金索克	0	monster/10051.png	1
1031	2001	62	杰森塔姆	0	monster/10053.png	1
1032	2001	64	守陵人伊利肯	0	monster/10055.png	1
1033	2001	66	伐木总管吉姆	0	monster/10057.png	1
1034	2001	68	典狱长里奇	0	monster/10059.png	1
1035	2001	70	帕奇维克	0	monster/10061.png	1
1036	2001	72	达雅的分身	0	monster/10131.png	1
1037	2001	74	恶魔微笑拉兹	0	monster/10132.png	1
1038	2001	76	骷髅领主艾伦	0	monster/10133.png	1
1039	2001	78	阿那卡利斯	0	monster/10134.png	1
1040	2001	80	饮光之峰玛卡	0	monster/10135.png	1
1041	2001	82	特伦斯黑风	0	monster/10136.png	1
1042	2001	84	努玛守护拉德	0	monster/10137.png	1
1043	2001	86	引魂师克里斯	0	monster/10138.png	1
1044	2001	88	霜寒矿主鲍勃	0	monster/10139.png	1
1045	2001	90	铸造者科莫兹	0	monster/10140.png	1
1046	2001	92	嗜血的约书亚	0	monster/10141.png	1
1047	2001	94	苦修者艾亚	0	monster/10136.png	1
1048	2001	96	庭守克比斯多	0	monster/10131.png	1
1049	2001	98	隐藏者麦肯	0	monster/10126.png	1
1050	2001	100	往生者奥斯卡	0	monster/10121.png	1
1051	2001	101	恶魔将军安塔	0	monster/10116.png	1
1052	2001	102	里奥伯特	0	monster/10111.png	1
9000	2003	10	子车鸿德	25	UI/Program/HeroMaster_Man_1.png	0
9001	2001	10	阴博涉	3	UI/Program/HeroWarrior_Man_1.png	0
9002	2002	10	庚明达	16	UI/Program/HeroHunter_Man_1.png	0
9003	2003	10	令狐旭彬	22	UI/Program/HeroMaster_Woman_1.png	0
9004	2001	10	辉安国	9	UI/Program/HeroWarrior_Woman_1.png	0
9005	2002	11	狄昂雄	16	UI/Program/HeroHunter_Woman_1.png	0
9006	2003	11	訾阳曦	25	UI/Program/HeroMaster_Man_1.png	0
9007	2001	11	漆国兴	7	UI/Program/HeroWarrior_Man_1.png	0
9008	2002	11	剑旭尧	12	UI/Program/HeroHunter_Man_1.png	0
9009	2003	11	枚元青	21	UI/Program/HeroMaster_Woman_1.png	0
9010	2001	12	星元恺	10	UI/Program/HeroWarrior_Woman_1.png	0
9011	2002	12	秋承宣	16	UI/Program/HeroHunter_Woman_1.png	0
9012	2003	12	濯俊逸	23	UI/Program/HeroMaster_Man_1.png	0
9013	2001	12	安奇逸	4	UI/Program/HeroWarrior_Man_1.png	0
9014	2002	12	尹君浩	19	UI/Program/HeroHunter_Man_1.png	0
9015	2003	13	刁弘懿	26	UI/Program/HeroMaster_Woman_1.png	0
9016	2001	13	锺离骏伟	3	UI/Program/HeroWarrior_Woman_1.png	0
9017	2002	13	袭浦和	13	UI/Program/HeroHunter_Woman_1.png	0
9018	2003	13	能高格	23	UI/Program/HeroMaster_Man_1.png	0
9019	2001	13	阚信然	10	UI/Program/HeroWarrior_Man_1.png	0
9020	2002	14	太史开霁	12	UI/Program/HeroHunter_Man_1.png	0
9021	2003	14	贲俊悟	24	UI/Program/HeroMaster_Woman_1.png	0
9022	2001	14	买文柏	10	UI/Program/HeroWarrior_Woman_1.png	0
9023	2002	14	裘弘伟	17	UI/Program/HeroHunter_Woman_1.png	0
9024	2003	14	江晋鹏	24	UI/Program/HeroMaster_Man_1.png	0
9025	2001	15	左丘建木	7	UI/Program/HeroWarrior_Man_1.png	0
9026	2002	15	司寇德华	12	UI/Program/HeroHunter_Man_1.png	0
9027	2003	15	晁兴国	22	UI/Program/HeroMaster_Woman_1.png	0
9028	2001	15	柴永贞	4	UI/Program/HeroWarrior_Woman_1.png	0
9029	2002	15	茂永昌	15	UI/Program/HeroHunter_Woman_1.png	0
9030	2003	16	郎英朗	28	UI/Program/HeroMaster_Man_1.png	0
9031	2001	16	苦嘉石	6	UI/Program/HeroWarrior_Man_1.png	0
9032	2002	16	素志文	15	UI/Program/HeroHunter_Man_1.png	0
9033	2003	16	奚运盛	23	UI/Program/HeroMaster_Woman_1.png	0
9034	2001	16	玄庆生	6	UI/Program/HeroWarrior_Woman_1.png	0
9035	2002	17	愈德本	15	UI/Program/HeroHunter_Woman_1.png	0
9036	2003	17	春天翰	25	UI/Program/HeroMaster_Man_1.png	0
9037	2001	17	巨长平	4	UI/Program/HeroWarrior_Man_1.png	0
9038	2002	17	颜欣悦	18	UI/Program/HeroHunter_Man_1.png	0
9039	2003	17	荀文星	27	UI/Program/HeroMaster_Woman_1.png	0
9040	2001	18	巴鸿文	1	UI/Program/HeroWarrior_Woman_1.png	0
9041	2002	18	洛安宜	13	UI/Program/HeroHunter_Woman_1.png	0
9042	2003	18	翟腾逸	25	UI/Program/HeroMaster_Man_1.png	0
9043	2001	18	谷梁彦昌	8	UI/Program/HeroWarrior_Man_1.png	0
9044	2002	18	吉德容	20	UI/Program/HeroHunter_Man_1.png	0
9045	2003	19	沙玉泽	23	UI/Program/HeroMaster_Woman_1.png	0
9046	2001	19	希睿德	7	UI/Program/HeroWarrior_Woman_1.png	0
9047	2002	19	泰文曜	13	UI/Program/HeroHunter_Woman_1.png	0
9048	2003	19	闭雅昶	30	UI/Program/HeroMaster_Man_1.png	0
9049	2001	19	喜睿思	6	UI/Program/HeroWarrior_Man_1.png	0
9050	2002	20	鲁嘉泽	16	UI/Program/HeroHunter_Man_1.png	0
9051	2003	20	凤元正	23	UI/Program/HeroMaster_Woman_1.png	0
9052	2001	20	骆康复	10	UI/Program/HeroWarrior_Woman_1.png	0
9053	2002	20	势德厚	13	UI/Program/HeroHunter_Woman_1.png	0
9054	2003	20	闵宏达	26	UI/Program/HeroMaster_Man_1.png	0
9055	2001	21	邬宏博	5	UI/Program/HeroWarrior_Man_1.png	0
9056	2002	21	郸飞鸿	17	UI/Program/HeroHunter_Man_1.png	0
9057	2003	21	后英卫	24	UI/Program/HeroMaster_Woman_1.png	0
9058	2001	21	栋永宁	5	UI/Program/HeroWarrior_Woman_1.png	0
9059	2002	21	妫睿好	16	UI/Program/HeroHunter_Woman_1.png	0
9060	2003	22	衷星洲	30	UI/Program/HeroMaster_Man_1.png	0
9061	2001	22	圣立群	10	UI/Program/HeroWarrior_Man_1.png	0
9062	2002	22	歧金鑫	13	UI/Program/HeroHunter_Man_1.png	0
9063	2003	22	旗天赋	29	UI/Program/HeroMaster_Woman_1.png	0
9064	2001	22	少星泽	3	UI/Program/HeroWarrior_Woman_1.png	0
9065	2002	23	豆良朋	11	UI/Program/HeroHunter_Woman_1.png	0
9066	2003	23	蚁华容	26	UI/Program/HeroMaster_Man_1.png	0
9067	2001	23	淡博学	8	UI/Program/HeroWarrior_Man_1.png	0
9068	2002	23	建长运	15	UI/Program/HeroHunter_Man_1.png	0
9069	2003	23	巧弘益	21	UI/Program/HeroMaster_Woman_1.png	0
9070	2001	23	盈振翱	8	UI/Program/HeroWarrior_Woman_1.png	0
9071	2001	25	刁修雅	7	UI/Program/HeroHunter_Woman_1.png	0
9072	2003	25	沙鸿达	27	UI/Program/HeroMaster_Man_1.png	0
9073	2003	24	谯睿好	29	UI/Program/HeroWarrior_Man_1.png	0
9074	2002	25	璩鸿才	17	UI/Program/HeroHunter_Man_1.png	0
9075	2001	27	张良吉	4	UI/Program/HeroMaster_Woman_1.png	0
9076	2003	28	肥浩宕	29	UI/Program/HeroWarrior_Woman_1.png	0
9077	2002	28	丛博学	13	UI/Program/HeroHunter_Woman_1.png	0
9078	2003	29	郦永昌	27	UI/Program/HeroMaster_Man_1.png	0
9079	2001	32	田嘉悦	7	UI/Program/HeroWarrior_Man_1.png	0
9080	2001	31	封元忠	5	UI/Program/HeroHunter_Man_1.png	0
9081	2002	32	图门运骏	12	UI/Program/HeroMaster_Woman_1.png	0
1030011	2001	30	战士幻象	3	UI/Program/HeroWarrior_Man_1.png	1
1030021	2001	30	法力风暴	25,30	monster/10061.png	1
1030031	2001	31	角斗士里奥	5	monster/10067.png	1
1030041	2001	31	荒野游侠	16	monster/10096.png	1
1030051	2001	31	憾地者	4	monster/10123.png	1
1030061	2001	32	拉兹	10	monster/10106.png	1
1030071	2001	32	塔克	3	monster/10085.png	1
1030072	2001	32	迪皮斯	17,14	monster/10012.png	1
1030081	2001	33	狂野安东尼	7	monster/10086.png	1
1030091	2001	34	巡林者瑞克	15	monster/10094.png	1
1035011	2001	35	战士幻象	3	UI/Program/HeroWarrior_Man_1.png	1
1035021	2001	35	法力风暴	25,30	monster/10061.png	1
1035031	2001	36	角斗士里奥	5	monster/10067.png	1
1035041	2001	36	荒野游侠	16	monster/10096.png	1
1035051	2001	36	憾地者	4	monster/10123.png	1
1035061	2001	37	拉兹	10	monster/10106.png	1
1035071	2001	37	塔克	3	monster/10085.png	1
1035072	2001	37	迪皮斯	17,14	monster/10012.png	1
1035081	2001	38	狂野安东尼	7	monster/10086.png	1
1035091	2001	39	巡林者瑞克	15	monster/10094.png	1
1040011	2001	40	战士幻象	3	UI/Program/HeroWarrior_Man_1.png	1
1040021	2001	40	法力风暴	25,30	monster/10061.png	1
1040031	2001	41	角斗士里奥	5	monster/10067.png	1
1040041	2001	41	荒野游侠	16	monster/10096.png	1
1040051	2001	41	憾地者	4	monster/10123.png	1
1040061	2001	42	拉兹	10	monster/10106.png	1
1040071	2001	42	塔克	3	monster/10085.png	1
1040072	2001	42	迪皮斯	17,14	monster/10012.png	1
1040081	2001	43	狂野安东尼	7	monster/10086.png	1
1040091	2001	44	巡林者瑞克	15	monster/10094.png	1
1045011	2001	45	战士幻象	3	UI/Program/HeroWarrior_Man_1.png	1
1045021	2001	45	法力风暴	25,30	monster/10061.png	1
1045031	2001	46	角斗士里奥	5	monster/10067.png	1
1045041	2001	46	荒野游侠	16	monster/10096.png	1
1045051	2001	46	憾地者	4	monster/10123.png	1
1045061	2001	47	拉兹	10	monster/10106.png	1
1045071	2001	47	塔克	3	monster/10085.png	1
1045072	2001	47	迪皮斯	17,14	monster/10012.png	1
1045081	2001	48	狂野安东尼	7	monster/10086.png	1
1045091	2001	49	巡林者瑞克	15	monster/10094.png	1
1050011	2001	50	战士幻象	3	UI/Program/HeroWarrior_Man_1.png	1
1050021	2001	50	法力风暴	25,30	monster/10061.png	1
1050031	2001	51	角斗士里奥	5	monster/10067.png	1
1050041	2001	51	荒野游侠	16	monster/10096.png	1
1050051	2001	51	憾地者	4	monster/10123.png	1
1050061	2001	52	拉兹	10	monster/10106.png	1
1050071	2001	52	塔克	3	monster/10085.png	1
1050072	2001	52	迪皮斯	17,14	monster/10012.png	1
1050081	2001	53	狂野安东尼	7	monster/10086.png	1
1050091	2001	54	巡林者瑞克	15	monster/10094.png	1
1055011	2001	55	战士幻象	3	UI/Program/HeroWarrior_Man_1.png	1
1055021	2001	55	法力风暴	25,30	monster/10061.png	1
1055031	2001	56	角斗士里奥	5	monster/10067.png	1
1055041	2001	56	荒野游侠	16	monster/10096.png	1
1055051	2001	56	憾地者	4	monster/10123.png	1
1055061	2001	57	拉兹	10	monster/10106.png	1
1055071	2001	57	塔克	3	monster/10085.png	1
1055072	2001	57	迪皮斯	17,14	monster/10012.png	1
1055081	2001	58	狂野安东尼	7	monster/10086.png	1
1055091	2001	59	巡林者瑞克	15	monster/10094.png	1
1060011	2001	60	坚定的格雷格	3	monster/10119.png	1
1060021	2001	60	莱恩的倒影	1,2	UI/Program/MercenaryWarrior_1.png	1
1060031	2001	61	混乱的玛尔达	6,19,23	monster/10086.png	1
1060041	2001	61	驯兽师瓦纳	2	monster/10094.png	1
1060042	2001	61	多兰	9	monster/10061.png	1
1060043	2001	61	约翰	10	monster/10067.png	1
1060051	2001	61	炎之安苏	21	monster/10096.png	1
1060061	2001	62	迅捷的维恩	14	monster/10073.png	1
1060071	2001	62	暮光预言者	13	monster/10080.png	1
1060081	2001	63	卡雷	25	monster/10056.png	1
1060091	2001	64	日光弗雷尔	28	monster/10010.png	1
1065011	2001	65	坚定的格雷格	3	monster/10119.png	1
1065021	2001	65	莱恩的倒影	1,2	UI/Program/MercenaryWarrior_1.png	1
1065031	2001	66	混乱的玛尔达	6,19,23	monster/10086.png	1
1065041	2001	66	驯兽师瓦纳	2	monster/10094.png	1
1065042	2001	66	多兰	9	monster/10061.png	1
1065043	2001	66	约翰	10	monster/10067.png	1
1065051	2001	66	炎之安苏	21	monster/10096.png	1
1065061	2001	67	迅捷的维恩	14	monster/10073.png	1
1065071	2001	67	暮光预言者	13	monster/10080.png	1
1065081	2001	68	卡雷	25	monster/10056.png	1
1065091	2001	69	日光弗雷尔	28	monster/10010.png	1
1070011	2001	70	坚定的格雷格	3	monster/10119.png	1
1070021	2001	70	莱恩的倒影	1,2	UI/Program/MercenaryWarrior_1.png	1
1070031	2001	71	混乱的玛尔达	6,19,23	monster/10086.png	1
1070041	2001	71	驯兽师瓦纳	2	monster/10094.png	1
1070042	2001	71	多兰	9	monster/10061.png	1
1070043	2001	71	约翰	10	monster/10067.png	1
1070051	2001	71	炎之安苏	21	monster/10096.png	1
1070061	2001	72	迅捷的维恩	14	monster/10073.png	1
1070071	2001	72	暮光预言者	13	monster/10080.png	1
1070081	2001	73	卡雷	25	monster/10056.png	1
1070091	2001	74	日光弗雷尔	28	monster/10010.png	1
1075011	2001	75	坚定的格雷格	3	monster/10119.png	1
1075021	2001	75	莱恩的倒影	1,2	UI/Program/MercenaryWarrior_1.png	1
1075031	2001	76	混乱的玛尔达	6,19,23	monster/10086.png	1
1075041	2001	76	驯兽师瓦纳	2	monster/10094.png	1
1075042	2001	76	多兰	9	monster/10061.png	1
1075043	2001	76	约翰	10	monster/10067.png	1
1075051	2001	76	炎之安苏	21	monster/10096.png	1
1075061	2001	77	迅捷的维恩	14	monster/10073.png	1
1075071	2001	77	暮光预言者	13	monster/10080.png	1
1075081	2001	78	卡雷	25	monster/10056.png	1
1075091	2001	79	日光弗雷尔	28	monster/10010.png	1
1080011	2001	80	坚定的格雷格	3	monster/10119.png	1
1080021	2001	80	莱恩的倒影	1,2	UI/Program/MercenaryWarrior_1.png	1
1080031	2001	81	混乱的玛尔达	6,19,23	monster/10086.png	1
1080041	2001	81	驯兽师瓦纳	2	monster/10094.png	1
1080042	2001	81	多兰	9	monster/10061.png	1
1080043	2001	81	约翰	10	monster/10067.png	1
1080051	2001	81	炎之安苏	21	monster/10096.png	1
1080061	2001	82	迅捷的维恩	14	monster/10073.png	1
1080071	2001	82	暮光预言者	13	monster/10080.png	1
1080081	2001	83	卡雷	25	monster/10056.png	1
1080091	2001	84	日光弗雷尔	28	monster/10010.png	1
1085011	2001	85	疾风克鲁	19	monster/10134.png	1
1085021	2001	85	拨弄的赛亚	17,18,8	monster/10125.png	1
1085031	2001	86	法力风暴	25,30	monster/10061.png	1
1085041	2001	86	火舞者	29	monster/10116.png	1
1085051	2001	86	血誓审判者	5	monster/10083.png	1
1085052	2001	86	血誓预言者	2	monster/10082.png	1
1085053	2001	86	血誓召唤者	26	monster/10081.png	1
1085054	2001	86	血誓领主	14	monster/10072.png	1
1085061	2001	87	舞钢者拜伦	8	monster/10084.png	1
